Water Control Zone,Station,Dates,Sample No,Depth,Total Inorganic Nitrogen (mg/L),Volatile Suspended Solids (mg/L),Unionised Ammonia (mg/L),Turbidity (NTU),Total Phosphorus (mg/L),Total Nitrogen (mg/L),Total Kjeldahl Nitrogen (mg/L),Temperature (°C),Suspended Solids (mg/L),Silica (mg/L),Secchi Disc Depth (M),Salinity (psu),Phaeo-pigments (μg/L),pH,Orthophosphate Phosphorus (mg/L),Nitrite Nitrogen (mg/L),Nitrate Nitrogen (mg/L),Faecal Coliforms (cfu/100mL),E. coli (cfu/100mL),Dissolved Oxygen (mg/L),Dissolved Oxygen (%saturation),Chlorophyll-a (μg/L),Ammonia Nitrogen (mg/L),5-day Biochemical Oxygen Demand (mg/L)
Southern,SM9,2019/4/10,1,Middle Water,0.4,2.8,0.003,0.5,0.03,0.59,0.27,23.6,9.9,0.95,3.4,30,0.6,7.9,0.017,0.016,0.3,250,160,5.2,73,2.9,0.083,0.5
Southern,SM9,2019/4/10,1,Bottom Water,0.39,3.3,0.003,0.7,0.03,0.58,0.28,23.6,9.3,0.88,3.4,30.2,1.6,7.9,0.015,0.014,0.29,110,60,5.3,74,4.6,0.082,0.8
Southern,SM9,2019/5/9,1,Surface Water,0.43,0.7,0.002,4.7,0.03,0.64,0.31,24.1,3.5,1.2,2.5,29.3,<0.2,7.7,0.027,0.021,0.31,31,12,6.2,88,1.7,0.1,0.4
Southern,SM9,2019/5/9,1,Middle Water,0.44,1,0.003,2.9,0.03,0.67,0.38,24,4.2,1.2,2.5,29.4,<0.2,7.7,0.022,0.019,0.27,44,15,4.4,62,0.6,0.15,0.3
Southern,SM9,2019/5/9,1,Bottom Water,0.34,1.4,0.002,6.4,0.03,0.62,0.38,23.9,8.8,0.97,2.5,30.4,<0.2,7.7,0.018,0.016,0.22,50,16,4.8,67,0.8,0.1,0.3
Southern,SM9,2019/6/6,1,Surface Water,0.56,2.1,0.002,1.8,0.03,0.89,0.4,27.8,8.8,2.4,2,24.8,1.3,7.7,0.018,0.063,0.43,7,2,5.7,83,5,0.069,0.9
Southern,SM9,2019/6/6,1,Middle Water,0.5,2.2,0.002,2,0.04,0.75,0.32,27.2,9.8,2.2,2,25.3,0.8,7.6,0.022,0.067,0.36,39,15,4.9,71,2.8,0.076,0.6
Southern,SM9,2019/6/6,1,Bottom Water,0.49,2.6,0.002,2.6,0.04,0.75,0.33,26.8,11,2.1,2,26.2,0.6,7.6,0.023,0.065,0.35,14,4,6.1,88,2.9,0.076,0.3
Southern,SM9,2019/7/24,1,Surface Water,0.22,4,0.003,3.9,0.03,0.59,0.42,28.5,12,0.47,1.9,25.6,5.8,8.1,0.004,0.02,0.15,100,24,9.5,141,32,0.045,3.9
Southern,SM9,2019/7/24,1,Middle Water,0.3,3.1,0.002,1.9,0.03,0.59,0.37,27.3,13,1.1,1.9,26.9,5.6,7.7,0.004,0.02,0.2,56,23,8.3,122,32,0.08,1.7
Southern,SM9,2019/7/24,1,Bottom Water,0.34,2.6,0.001,1.6,0.04,0.6,0.33,25.9,11,1.7,1.9,29.4,3.1,7.5,0.01,0.028,0.24,120,80,8.8,128,19,0.074,1.1
Southern,SM9,2019/8/9,1,Surface Water,0.52,1,0.002,15.5,0.04,0.68,0.2,28.6,4.5,2,2,24.8,1.4,7.9,0.021,0.12,0.36,50,33,4.8,72,2.8,0.044,0.6
Southern,SM9,2019/8/9,1,Middle Water,0.44,0.9,0.004,15.8,0.04,0.62,0.27,28,4.8,2,2,27.7,2,7.9,0.008,0.096,0.25,250,190,4.8,72,2.1,0.092,0.7
Southern,SM9,2019/8/9,1,Bottom Water,0.44,0.9,0.006,15.3,0.05,0.75,0.44,28,4.4,2,2,28.3,1.5,7.9,0.017,0.091,0.22,860,620,4.6,69,2.5,0.13,0.8
Southern,SM9,2019/9/11,1,Surface Water,0.3,2.6,0.009,9.2,0.04,1.82,1.6,29,15,1.8,2,28.6,4.6,8.3,0.009,0.039,0.18,17,5,6.1,92,11,0.082,0.9
Southern,SM9,2019/9/11,1,Middle Water,0.33,1.7,0.009,4.7,0.04,1.75,1.5,29.2,8.1,1.6,2,28.2,3.2,8.3,0.003,0.04,0.21,8,4,6.8,103,11,0.076,1
Southern,SM9,2019/9/11,1,Bottom Water,0.31,4,0.009,12.6,0.07,1.7,1.5,28.6,35,2,2,29.2,7.9,8.2,0.015,0.036,0.16,27,14,4.6,70,15,0.11,0.8
Southern,SM9,2019/10/4,1,Surface Water,0.49,0.9,0.004,4.6,0.04,1.13,0.73,29.6,4,1.8,2.1,30.5,0.4,7.8,0.018,0.065,0.33,99,36,4.9,76,0.6,0.091,<0.1
Southern,SM9,2019/10/4,1,Middle Water,0.45,2,0.003,6.1,0.05,1.03,0.65,29.4,10,2,2.1,30.6,1,7.8,0.018,0.068,0.31,1800,530,4.8,74,1.1,0.076,<0.1
Southern,SM9,2019/10/4,1,Bottom Water,0.45,2.5,0.003,11.1,0.05,0.84,0.48,29.4,21,1.9,2.1,30.8,1.7,7.8,0.018,0.064,0.3,470,200,4.8,74,0.7,0.081,<0.1
Southern,SM9,2019/11/6,1,Surface Water,0.25,0.6,0.004,2,0.05,0.79,0.65,26.5,1.4,1.1,3.6,32.6,0.6,7.9,0.02,0.063,0.08,460,16,5.8,86,1.2,0.11,0.4
Southern,SM9,2019/11/6,1,Middle Water,0.26,0.7,0.004,2,0.05,0.6,0.46,26.4,1.8,1.1,3.6,32.6,0.4,7.9,0.021,0.064,0.077,5200,3900,4.9,73,1.5,0.12,0.4
Southern,SM9,2019/11/6,1,Bottom Water,0.31,0.6,0.006,2.3,0.05,0.83,0.71,26.3,1.9,1.2,3.6,32.7,0.6,7.8,0.025,0.056,0.063,8700,5600,5.7,85,1.3,0.19,0.5
Southern,SM9,2019/12/4,1,Surface Water,0.17,2.8,0.005,4.8,0.03,0.71,0.65,22.2,17,0.71,1.8,33.4,0.2,8.1,0.013,0.015,0.041,590,400,6.5,91,2.9,0.11,0.4
Southern,SM9,2019/12/4,1,Middle Water,0.17,3.8,0.005,5.1,0.04,0.77,0.71,22.2,25,0.72,1.8,33.4,1.1,8.1,0.013,0.015,0.041,860,490,6.5,91,2.4,0.11,0.5
Southern,SM9,2019/12/4,1,Bottom Water,0.17,4.4,0.005,5.9,0.04,0.55,0.49,22.2,29,0.75,1.8,33.4,0.7,8.1,0.014,0.017,0.043,2100,700,6.5,91,2.4,0.11,0.4
Southern,SM9,2020/1/6,1,Surface Water,0.46,1.9,0.011,5.9,0.07,1.1,0.92,20.3,6.6,1.4,2.1,32.1,0.8,8.1,0.036,0.021,0.16,1200,770,5.7,76,0.9,0.28,0.6
Southern,SM9,2020/1/6,1,Middle Water,0.47,1.2,0.01,3.6,0.09,0.89,0.69,20.2,8.6,1.3,2.1,32.1,0.3,8.1,0.036,0.021,0.18,1200,800,5.9,79,1.4,0.27,0.6
Southern,SM9,2020/1/6,1,Bottom Water,0.43,1.1,0.009,4.6,0.07,0.88,0.69,20.2,6.8,1.2,2.1,32,0.3,8.1,0.031,0.02,0.17,850,480,6.2,83,1.1,0.24,0.5
Southern,SM9,2020/3/20,1,Surface Water,0.24,1.2,0.002,5.5,0.05,1.07,0.97,20.3,8.2,0.98,2.5,32.2,1,7.7,0.017,0.01,0.094,7,4,6.8,90,0.5,0.14,0.8
Southern,SM9,2020/3/20,1,Middle Water,0.24,1.4,0.003,3.3,0.05,0.75,0.65,20.2,10,0.98,2.5,32.2,1.1,7.8,0.018,0.01,0.091,23,13,6.1,81,0.4,0.14,0.7
Southern,SM9,2020/3/20,1,Bottom Water,0.24,1.4,0.004,3,0.05,0.82,0.72,20.1,11,0.98,2.5,32.2,0.7,7.9,0.018,0.01,0.091,18,14,6.3,85,0.5,0.14,0.7
Southern,SM9,2020/4/23,1,Surface Water,0.32,2.4,0.002,3.5,<0.02,0.36,0.16,22.4,13,0.55,2.1,30.7,1.1,7.6,0.012,0.012,0.19,120,60,6.5,90,<0.2,0.12,0.6
Southern,SM9,2020/4/23,1,Middle Water,0.2,1.4,<0.001,4.4,0.02,0.38,0.19,22.4,10,0.52,2.1,30.7,1.3,7.6,0.005,0.01,0.18,140,100,5.6,77,0.3,0.007,0.5
Southern,SM9,2020/4/23,1,Bottom Water,0.29,1.6,0.001,6.7,0.02,0.44,0.25,22.4,13,0.54,2.1,30.8,0.8,7.6,0.01,0.011,0.18,100,70,6.1,84,0.3,0.094,0.5
Southern,SM9,2020/5/15,1,Surface Water,0.3,2.2,0.003,5.1,0.02,0.98,0.75,26.2,10,0.64,2.2,29.8,2.3,7.9,0.004,0.014,0.22,110,<1,6.2,91,10,0.067,1.2
Southern,SM9,2020/5/15,1,Middle Water,0.26,2.4,0.003,3,<0.02,0.66,0.46,26,10,0.39,2.2,30.1,3.2,8,0.005,0.012,0.19,40,16,6.4,93,14,0.06,1.5
Southern,SM9,2020/5/15,1,Bottom Water,0.28,2.5,0.003,3.3,<0.02,0.51,0.31,25.5,11,0.53,2.2,30.4,2.9,7.9,0.003,0.013,0.19,180,82,6.4,93,11,0.074,1.1
Southern,SM9,2020/6/3,1,Surface Water,0.49,3.5,0.005,5.8,0.04,0.96,0.57,27.6,15,1.6,2.6,26.1,2.7,8,0.008,0.1,0.29,7,2,6,88,13,0.095,1.2
Southern,SM9,2020/6/3,1,Middle Water,0.44,3.2,0.004,3.5,0.04,0.54,0.18,27.5,15,1.7,2.6,26.1,2.7,7.9,0.006,0.1,0.26,9,2,6.8,99,11,0.076,1.1
Southern,SM9,2020/6/3,1,Bottom Water,0.42,3.6,0.003,9.9,0.04,1.13,0.79,26.8,16,1.7,2.6,27.6,3.3,7.9,0.004,0.074,0.27,54,17,5,73,10,0.08,1.1
Southern,SM9,2020/7/10,1,Surface Water,0.52,2.6,0.005,2.2,0.07,0.66,0.23,27.4,12,2.1,2.2,25.4,2.4,8,0.007,0.051,0.38,46,15,5.8,85,12,0.086,1.4
Southern,SM9,2020/7/10,1,Middle Water,0.5,3,0.004,2.1,0.06,0.58,0.15,27.1,11,2.1,2.2,25.6,2.1,8,0.007,0.051,0.38,380,80,6.2,91,13,0.07,1.8
Southern,SM9,2020/7/10,1,Bottom Water,0.48,2.3,0.004,3.3,0.05,0.63,0.24,25.9,9.7,2.1,2.2,27.7,2.2,7.9,0.015,0.051,0.34,3800,1400,5.2,75,7.9,0.088,1.3
Southern,SM9,2020/9/7,1,Surface Water,0.33,1.9,0.002,1.8,0.02,0.92,0.67,27.2,9,2.1,2.8,30.4,0.7,7.8,0.019,0.058,0.19,50,46,4.4,66,4.1,0.079,0.7
Southern,SM9,2020/9/7,1,Middle Water,0.32,1.8,0.002,2.7,0.03,0.71,0.47,26.9,10,2,2.8,30.7,0.3,7.7,0.017,0.058,0.18,920,380,4.6,69,3.7,0.083,0.7
Southern,SM9,2020/9/7,1,Bottom Water,0.31,2.8,0.002,8.6,0.03,0.7,0.47,27,16,2.1,2.8,30.8,1.4,7.7,0.018,0.058,0.17,450,210,4.5,67,3.5,0.081,0.6
Southern,SM9,2020/10/9,1,Surface Water,0.22,4.5,0.007,4.2,0.08,0.25,0.16,28.3,18,1.2,1.9,31.9,0.7,8,0.018,0.018,0.068,470,130,5.2,80,1.2,0.13,0.5
Southern,SM9,2020/10/9,1,Middle Water,0.22,4.2,0.007,4.2,0.09,0.27,0.18,28.2,17,1.1,1.9,31.9,1,8,0.016,0.019,0.067,3200,1800,5.4,83,1.3,0.13,0.4
Southern,SM9,2020/10/9,1,Bottom Water,0.22,4,0.008,4,0.08,0.29,0.21,28.1,14,0.96,1.9,32.1,1,8,0.017,0.017,0.061,20000,8600,5.4,83,1.4,0.14,0.5
Southern,SM9,2020/11/5,1,Surface Water,0.31,0.8,0.005,3.9,0.06,1.12,0.98,24.6,2.5,0.92,2.6,33,0.9,7.8,0.023,0.044,0.1,590,450,5.4,79,3.1,0.17,0.8
Southern,SM9,2020/11/5,1,Middle Water,0.31,0.9,0.005,4.7,0.06,0.92,0.78,24.6,2.8,0.93,2.6,33,1,7.8,0.023,0.044,0.1,840,500,6,87,3,0.17,0.8
Southern,SM9,2020/11/5,1,Bottom Water,0.33,1.4,0.005,5.5,0.06,1.01,0.87,24.5,6.4,0.93,2.6,33,1.2,7.8,0.024,0.042,0.096,2500,1200,5.9,86,4,0.19,0.7
Southern,ST1,2012/1/12,1,Surface Water,0.17,1.7,0.001,5.2,0.03,0.37,0.24,16.9,8,0.08,2,31.2,2.3,8.1,0.005,0.007,0.12,56,38,9.7,120,16,0.04,<0.1
Southern,ST1,2012/1/12,1,Middle Water,0.17,1.7,0.001,4.6,0.04,0.39,0.26,16.9,7.1,0.11,2,31.2,2.1,8.1,0.005,0.007,0.12,55,40,9.8,122,15,0.047,<0.1
Southern,ST1,2012/1/12,1,Bottom Water,0.18,1.8,0.001,4.8,0.04,0.4,0.27,16.9,9,0.11,2,31.2,2.3,8,0.006,0.008,0.12,85,65,9.5,119,16,0.049,<0.1
Southern,ST1,2012/3/16,1,Surface Water,0.39,0.8,<0.001,3.1,0.04,0.51,0.23,17.1,4.4,1.1,1.8,31.5,0.7,7.5,0.03,0.019,0.26,250,120,6.9,86,1.1,0.11,<0.1
Southern,ST1,2012/3/16,1,Middle Water,0.39,0.7,<0.001,3.3,0.04,0.5,0.22,17,4.8,1.1,1.8,31.5,1.4,7.5,0.03,0.019,0.26,340,190,6.9,86,1.3,0.11,<0.1
Southern,ST1,2012/3/16,1,Bottom Water,0.39,0.8,<0.001,3.1,0.04,0.48,0.2,17,4.3,1.1,1.8,31.5,1,7.5,0.03,0.018,0.26,380,270,7,87,1,0.11,<0.1
Southern,ST1,2012/5/11,1,Surface Water,0.64,1.5,0.003,1.6,0.03,0.81,0.25,27.1,2.1,0.22,3.1,26.1,2.9,7.8,0.003,0.059,0.5,220,110,9.8,143,8.1,0.077,1.5
Southern,ST1,2012/5/11,1,Middle Water,0.61,1,0.002,1.6,0.03,0.8,0.26,27,2,0.26,3.1,26.2,1.8,7.8,0.004,0.058,0.48,220,83,9.4,137,9.1,0.069,1.5
Southern,ST1,2012/5/11,1,Bottom Water,0.54,1.5,0.003,3,0.03,0.71,0.27,26.1,4.4,0.4,3.1,27.5,2.1,7.7,0.006,0.052,0.39,810,340,8.5,123,7.3,0.1,1
Southern,ST1,2012/7/9,1,Surface Water,0.5,2.4,0.001,10.9,0.03,0.88,0.4,29.4,5.4,1.3,2,21.3,7.1,8,0.005,0.046,0.43,130,27,12.6,186,25,0.023,2.5
Southern,ST1,2012/7/9,1,Middle Water,0.48,2.2,0.001,11.8,0.03,0.89,0.43,29.3,5.9,1.2,2,21.7,7,7.9,0.004,0.046,0.41,120,40,12,177,26,0.026,2.4
Southern,ST1,2012/7/9,1,Bottom Water,0.46,1.8,0.002,12.4,0.04,0.8,0.38,29.2,4.8,0.91,2,22.5,6,7.9,0.004,0.044,0.38,200,46,10.7,158,27,0.036,1.7
Southern,ST1,2012/9/14,1,Surface Water,0.14,2.5,0.004,2.5,0.02,0.39,0.29,30,5.1,0.46,1.9,28.2,1,8.3,<0.002,0.02,0.084,47,12,8.2,126,11,0.037,2.4
Southern,ST1,2012/9/14,1,Middle Water,0.14,2.2,0.004,2.7,0.02,0.4,0.3,29.7,4.8,0.5,1.9,28.3,0.6,8.3,0.002,0.019,0.084,57,13,8.2,125,18,0.038,2.1
Southern,ST1,2012/9/14,1,Bottom Water,0.19,1.6,0.006,2.8,0.03,0.45,0.33,29.4,4.1,0.72,1.9,28.7,1.3,8.2,0.005,0.022,0.099,80,48,6.8,104,16,0.064,1.8
Southern,ST1,2012/11/9,1,Surface Water,0.23,1.3,0.002,4.3,0.04,0.44,0.27,25.3,6,1.1,1.9,32.3,0.5,7.8,0.023,0.066,0.099,110,41,3.5,52,2.1,0.06,0.8
Southern,ST1,2012/11/9,1,Middle Water,0.24,1.2,0.002,4.1,0.05,0.34,0.17,25.3,5.7,1.1,1.9,32.3,0.6,7.8,0.023,0.066,0.1,120,39,6,88,1.8,0.07,0.5
Southern,ST1,2012/11/9,1,Bottom Water,0.23,1.9,0.002,5.8,0.04,0.41,0.24,24.9,8.9,1.2,1.9,32.4,1.5,7.8,0.024,0.069,0.097,290,90,5.9,86,1.2,0.06,0.6
Southern,ST1,2013/1/4,1,Surface Water,0.18,0.9,<0.001,3.2,0.04,0.3,0.2,17.9,3.6,0.58,2,33.1,<0.2,7.7,0.012,0.005,0.097,2,2,4.5,57,5.4,0.077,0.8
Southern,ST1,2013/1/4,1,Middle Water,0.15,1,<0.001,3.1,0.04,0.26,0.18,18,3.8,0.57,2,33.3,<0.2,7.7,0.013,0.008,0.072,90,93,7.8,100,5.8,0.073,0.8
Southern,ST1,2013/1/4,1,Bottom Water,0.14,1,<0.001,3.1,0.04,0.21,0.14,18,3.7,0.55,2,33.3,<0.2,7.7,0.014,0.009,0.059,26,20,7.7,99,5.3,0.071,0.8
Southern,ST1,2013/3/13,1,Surface Water,0.14,0.6,<0.001,1.1,0.03,0.26,0.17,20.6,0.9,0.32,2.5,32.1,0.8,7.8,0.004,0.008,0.086,34,6,7.5,101,4.2,0.043,1.2
Southern,ST1,2013/3/13,1,Middle Water,0.14,0.6,<0.001,1.1,0.03,0.25,0.15,20.1,1.1,0.3,2.5,32,0.8,7.8,0.005,0.008,0.089,52,23,8.3,111,5.6,0.045,1.2
Southern,ST1,2013/3/13,1,Bottom Water,0.15,0.6,<0.001,1.1,0.03,0.23,0.14,19.9,1.2,0.34,2.5,32.1,1.1,7.8,0.005,0.009,0.084,110,80,8.3,110,4.5,0.053,0.3
Southern,ST1,2013/5/29,1,Surface Water,0.48,2.1,0.007,2,0.03,0.64,0.22,26.9,3.8,0.49,1.8,25.6,4.9,8.4,0.004,0.073,0.35,250,22,9.9,143,23,0.058,3
Southern,ST1,2013/5/29,1,Middle Water,0.48,1.2,0.005,2.1,0.03,0.63,0.2,26.6,1.6,0.64,1.8,25.9,4.3,8.3,0.004,0.072,0.36,280,52,9.4,135,23,0.051,2.2
Southern,ST1,2013/5/29,1,Bottom Water,0.49,1,0.004,2.9,0.03,0.62,0.18,25.7,2.2,0.72,1.8,26.9,4.2,8.2,0.006,0.073,0.37,200,64,7,100,20,0.051,1.7
Southern,ST1,2013/7/17,1,Surface Water,0.35,0.8,0.005,1.2,0.04,0.46,0.16,28.3,1.3,1.6,2.7,26.4,1.5,8.3,0.007,0.024,0.28,89,20,6.4,95,11,0.044,1
Southern,ST1,2013/7/17,1,Middle Water,0.36,0.9,0.007,1.5,0.04,0.44,0.14,28.2,2.2,1.8,2.7,26.6,1.6,8.3,0.011,0.026,0.27,240,67,6.2,93,11,0.067,0.3
Southern,ST1,2013/7/17,1,Bottom Water,0.39,1,0.008,2.1,0.05,0.45,0.16,27.7,1.6,2.1,2.7,27.4,0.8,8.2,0.016,0.026,0.26,680,230,4.8,71,8,0.099,1.4
Southern,ST1,2013/9/25,1,Surface Water,0.36,1.5,0.005,6,0.04,0.45,0.15,28.5,6.4,1.9,1.5,28.4,1.1,8.2,0.022,0.073,0.23,500,150,5.7,86,2.3,0.059,1.3
Southern,ST1,2013/9/25,1,Middle Water,0.36,1.5,0.005,5.8,0.04,0.48,0.18,28.5,7.6,1.9,1.5,28.4,1.1,8.2,0.023,0.071,0.23,710,260,5.7,86,2.5,0.061,1.3
Southern,ST1,2013/9/25,1,Bottom Water,0.35,1.5,0.006,6.6,0.03,0.47,0.19,28.3,9.1,2,1.5,28.5,1.6,8.2,0.025,0.067,0.21,650,230,5.5,83,1.7,0.077,1
Southern,ST1,2013/11/14,1,Surface Water,0.22,0.9,0.002,6.4,0.03,0.31,0.15,23.8,5.8,1.5,2,32.1,0.8,8,0.027,0.042,0.12,230,120,3.2,46,1.4,0.061,0.4
Southern,ST1,2013/11/14,1,Middle Water,0.23,1.8,0.002,8.6,0.04,0.28,0.11,23.9,13,1.5,2,32.2,0.6,8,0.026,0.042,0.13,550,210,5.7,82,1.8,0.057,0.2
Southern,ST1,2013/11/14,1,Bottom Water,0.23,1.2,0.002,9.9,0.04,0.32,0.15,23.9,9.5,1.5,2,32.2,0.8,8,0.027,0.043,0.13,750,250,5.7,82,0.9,0.058,0.2
Southern,ST1,2014/1/9,1,Surface Water,0.17,0.8,0.002,4.5,0.03,0.22,0.12,17.4,3.5,0.62,2.3,33,0.9,8.1,0.017,0.014,0.082,100,78,5.1,65,3.2,0.072,1.1
Southern,ST1,2014/1/9,1,Middle Water,0.18,0.8,0.002,4.6,0.03,0.21,0.11,17.4,4.2,0.64,2.3,33,0.4,8.1,0.017,0.015,0.086,160,77,7.6,97,3,0.082,1.2
Southern,ST1,2014/1/9,1,Bottom Water,0.18,0.8,0.002,4.6,0.03,0.3,0.2,17.4,3.6,0.64,2.3,33.1,0.7,8.1,0.016,0.013,0.084,140,90,7.6,96,2.8,0.079,0.8
Southern,ST1,2014/3/24,1,Surface Water,0.31,0.8,0.002,3,0.04,0.49,0.3,18.4,4.5,1.3,2,32.9,1.5,7.8,0.027,0.02,0.17,94,46,5.4,70,0.9,0.12,0.5
Southern,ST1,2014/3/24,1,Middle Water,0.3,0.8,0.002,3,0.04,0.43,0.26,18.4,4.4,1.3,2,32.9,1.7,7.8,0.02,0.02,0.15,120,58,6.3,82,0.8,0.13,0.5
Southern,ST1,2014/3/24,1,Bottom Water,0.29,1,0.002,2.8,0.04,0.47,0.29,18.3,5.2,1.2,2,32.9,1.9,7.8,0.025,0.021,0.16,110,51,7.3,94,0.3,0.11,0.4
Southern,ST1,2014/5/15,1,Surface Water,0.77,0.7,0.01,1.6,0.04,1.08,0.48,26.3,1.5,2.1,2,25.7,0.6,8.1,0.02,0.047,0.55,130,17,6.3,90,2.8,0.17,0.9
Southern,ST1,2014/5/15,1,Middle Water,0.66,0.6,0.01,1.5,0.03,0.92,0.45,25.9,2,2,2,26.3,2.3,8.1,0.023,0.044,0.43,290,80,6.5,92,1,0.19,0.7
Southern,ST1,2014/5/15,1,Bottom Water,0.47,1,0.008,2.6,0.04,0.6,0.31,24.9,6.4,1.7,2,28.5,1,8,0.022,0.029,0.26,440,140,5.7,81,1.6,0.18,0.7
Southern,ST1,2014/7/14,1,Surface Water,0.37,2.9,0.002,2.2,<0.02,0.56,0.21,30,4,1,1,24.2,6.7,8.3,0.006,0.033,0.32,130,43,6.7,102,22,0.015,1.1
Southern,ST1,2014/7/14,1,Middle Water,0.36,2.9,0.002,2.3,0.03,0.64,0.3,29.6,4.6,0.84,1,24.5,5,8.3,0.006,0.032,0.31,200,19,9.1,136,18,0.015,1.5
Southern,ST1,2014/7/14,1,Bottom Water,0.37,2.8,0.002,2.3,0.03,0.58,0.24,29.2,3.7,1.2,1,25.2,6.4,8.1,0.005,0.033,0.31,400,63,6.7,100,23,0.024,2
Southern,ST1,2014/9/12,1,Surface Water,0.29,0.6,0.002,2.2,0.04,0.51,0.28,29.3,3,1.9,1.6,29.6,11,7.6,0.012,0.045,0.18,190,47,6.6,102,7.4,0.06,1.5
Southern,ST1,2014/9/12,1,Middle Water,0.31,0.6,0.002,2.4,0.05,0.52,0.28,29.7,3.8,1.9,1.6,29.7,4.6,7.6,0.014,0.046,0.19,250,49,5,78,11,0.07,1.3
Southern,ST1,2014/9/12,1,Bottom Water,0.31,0.9,0.002,2.9,0.05,0.51,0.27,29.6,4.9,1.9,1.6,29.7,2.5,7.6,0.015,0.046,0.19,180,47,5,78,11,0.072,1.2
Southern,ST1,2014/11/12,1,Surface Water,0.2,1,0.002,5.8,0.03,0.33,0.17,25.1,1.2,0.29,2,32.8,3.1,8,0.009,0.049,0.11,160,88,6.8,99,6.9,0.041,0.8
Southern,ST1,2014/11/12,1,Middle Water,0.2,1.6,0.002,5.5,0.03,0.3,0.14,25.1,2.5,0.3,2,32.8,3,8,0.01,0.048,0.11,270,130,7,102,7,0.041,0.9
Southern,ST1,2014/11/12,1,Bottom Water,0.2,1.2,0.002,3.6,0.02,0.32,0.16,25.1,3.4,0.26,2,32.8,1.9,8,0.012,0.051,0.11,330,120,7,103,8.8,0.041,0.8
Southern,ST1,2015/1/8,1,Surface Water,0.11,0.6,0.002,9.2,<0.02,0.33,0.28,18.2,1.6,0.17,3,32,2.9,8,0.008,0.008,0.042,55,13,5.8,75,3.1,0.058,1.2
Southern,ST1,2015/1/8,1,Middle Water,0.11,0.8,0.002,8.2,0.02,0.34,0.29,18.2,1.8,0.15,3,32,3,8,0.008,0.007,0.045,66,17,7.3,94,3,0.061,1.3
Southern,ST1,2015/1/8,1,Bottom Water,0.11,<0.5,0.002,8,<0.02,0.36,0.3,18.2,2.4,0.19,3,32,2.2,8,0.008,0.006,0.049,110,43,7.1,91,3.2,0.057,1.5
Southern,ST1,2015/3/12,1,Surface Water,0.22,0.6,0.002,2.9,0.02,0.59,0.48,18.5,2.4,0.67,2,32.6,<0.2,7.7,0.017,0.007,0.1,440,270,6.5,84,1,0.11,0.7
Southern,ST1,2015/3/12,1,Middle Water,0.21,0.6,0.002,2.8,0.02,0.43,0.33,18.5,2.5,0.64,2,32.6,<0.2,7.7,0.017,0.007,0.097,290,160,6.6,86,1.4,0.11,0.6
Southern,ST1,2015/3/12,1,Bottom Water,0.22,0.8,0.002,3.8,0.03,0.41,0.3,18.5,4.8,0.67,2,32.7,<0.2,7.7,0.017,0.009,0.098,280,180,6.6,86,1.3,0.11,0.6
Southern,ST1,2015/5/15,1,Surface Water,0.47,1,0.005,2.5,0.02,0.68,0.26,28.1,2.5,0.1,2,26.6,2.1,8.3,0.003,0.046,0.37,43,10,5.2,77,18,0.054,2.5
Southern,ST1,2015/5/15,1,Middle Water,0.47,1.4,0.005,2.8,0.03,0.72,0.32,27.7,3.1,0.19,2,26.9,0.3,8.2,0.002,0.044,0.36,73,18,8.9,132,12,0.062,2.3
Southern,ST1,2015/5/15,1,Bottom Water,0.46,1.2,0.004,4.2,0.02,0.71,0.32,26.8,2.4,0.28,2,28.4,<0.2,8.1,0.002,0.043,0.35,500,190,6,88,18,0.07,1.6
Southern,ST1,2015/7/2,1,Surface Water,0.43,1.6,0.006,6.6,0.03,0.66,0.29,29.9,2.5,1.6,2.4,23.4,3.7,8.3,0.007,0.031,0.34,120,23,7.9,119,9.1,0.059,1.3
Southern,ST1,2015/7/2,1,Middle Water,0.41,1.6,0.004,3.7,0.03,0.63,0.26,29.3,1.7,1.7,2.4,24,4.9,8.2,0.006,0.032,0.34,530,90,8,120,13,0.042,1.4
Southern,ST1,2015/7/2,1,Bottom Water,0.42,1.5,0.006,3.7,0.05,0.57,0.27,27.5,3,2.5,2.4,27.6,6.5,8,0.021,0.033,0.27,730,310,4.2,62,8.7,0.12,1.3
Southern,ST1,2015/9/14,1,Surface Water,0.25,1,0.005,4.8,0.06,0.54,0.37,27.5,4,1.6,2.5,30.9,2.8,8.1,0.01,0.026,0.14,250,62,5.9,88,6.6,0.086,1.3
Southern,ST1,2015/9/14,1,Middle Water,0.25,1,0.005,4.5,0.06,0.62,0.45,27.5,4.3,1.6,2.5,30.8,3.4,8.1,0.01,0.026,0.14,170,47,5.9,89,7.1,0.082,1.2
Southern,ST1,2015/9/14,1,Bottom Water,0.25,1,0.005,4.6,0.05,0.56,0.39,27.4,4.1,1.7,2.5,30.8,3,8,0.008,0.026,0.14,270,80,5.8,87,6.8,0.085,1.1
Southern,ST1,2015/11/13,1,Surface Water,0.24,2.8,0.002,6.7,0.09,0.45,0.31,25.9,24,1,2.5,32.6,1.4,7.7,0.023,0.048,0.094,250,60,4.4,65,2.1,0.1,0.6
Southern,ST1,2015/11/13,1,Middle Water,0.23,3.9,0.002,7,0.1,0.45,0.31,25.8,13,1.1,2.5,32.6,1.2,7.7,0.024,0.05,0.087,560,170,5.2,77,1.7,0.097,0.5
